"ZCH1_SOLL";"ZCH2_SOLL";"ZCH3_SOLL";"GESAMT_SOLL";"ZCH1_IST";"ZCH2_IST";"ZCH3_IST";"GESAMT_IST";"ZFW";"ZFW_NEW";"MIN_REL"
7;4;2;13;0;0;0;0;13;0;0
7;3;3;13;0;0;0;0;13;0;0
6;6;1;13;0;0;0;0;13;0;0
6;5;2;13;0;0;0;0;13;0;0
6;4;3;13;0;0;0;0;13;0;0
5;5;3;13;0;0;0;0;13;0;0
5;4;4;13;0;0;0;0;13;0;0
10;1;1;12;0;0;0;0;12;0;0
9;2;1;12;0;0;0;0;12;0;0
8;3;1;12;0;0;0;0;12;0;0
8;2;2;12;0;0;0;0;12;0;0
7;4;1;12;0;0;0;0;12;0;0
7;3;2;12;0;0;0;0;12;0;0
6;5;1;12;0;0;0;0;12;0;0
6;4;2;12;0;0;0;0;12;0;0
6;3;3;12;0;0;0;0;12;0;0
5;5;2;12;0;0;0;0;12;0;0
5;4;3;12;0;0;0;0;12;0;0
4;4;4;12;0;0;0;0;12;0;0
9;1;1;11;0;0;0;0;11;0;0
8;2;1;11;0;0;0;0;11;0;0
7;3;1;11;0;0;0;0;11;0;0
7;2;2;11;0;0;0;0;11;0;0
6;4;1;11;0;0;0;0;11;0;0
6;3;2;11;0;0;0;0;11;0;0
5;5;1;11;0;0;0;0;11;0;0
5;4;2;11;0;0;0;0;11;0;0
5;3;3;11;0;0;0;0;11;0;0
4;4;3;11;0;0;0;0;11;0;0
8;1;1;10;0;0;0;0;10;0;0
7;2;1;10;0;0;0;0;10;0;0
6;3;1;10;0;0;0;0;10;0;0
6;2;2;10;0;0;0;0;10;0;0
5;4;1;10;0;0;0;0;10;0;0
5;3;2;10;0;0;0;0;10;0;0
4;4;2;10;0;0;0;0;10;0;0
4;3;3;10;0;0;0;0;10;0;0
7;1;1;9;0;0;0;0;9;0;0
6;2;1;9;0;0;0;0;9;0;0
5;3;1;9;0;0;0;0;9;0;0
5;2;2;9;0;0;0;0;9;0;0
4;4;1;9;0;0;0;0;9;0;0
4;3;2;9;0;0;0;0;9;0;0
3;3;3;9;0;0;0;0;9;0;0
13;1;1;15;0;0;1;1;14;1;0
12;2;1;15;0;0;1;1;14;1;0
11;3;1;15;0;0;1;1;14;1;0
11;2;2;15;0;0;1;1;13,5;1;0
10;4;1;15;0;0;1;1;14;1;0
10;3;2;15;0;0;1;1;13,5;1;0
9;5;1;15;0;0;1;1;14;1;0
9;4;2;15;0;0;1;1;13,5;1;0
9;3;3;15;0;0;1;1;13,3333333333333;1;0
8;6;1;15;0;0;1;1;14;1;0
8;5;2;15;0;0;1;1;13,5;1;0
8;4;3;15;0;0;1;1;13,3333333333333;1;0
7;7;1;15;0;0;1;1;14;1;0
7;6;2;15;0;0;1;1;13,5;1;0
7;5;3;15;0;0;1;1;13,3333333333333;1;0
7;4;4;15;0;0;1;1;13,25;1;0
6;6;3;15;0;0;1;1;13,3333333333333;1;0
6;5;4;15;0;0;1;1;13,25;1;0
5;5;5;15;0;0;1;1;13,2;1;0
12;1;1;14;0;0;1;1;13;1;0
11;2;1;14;0;0;1;1;13;1;0
10;3;1;14;0;0;1;1;13;1;0
10;2;2;14;0;0;1;1;12,5;1;0
9;4;1;14;0;0;1;1;13;1;0
9;3;2;14;0;0;1;1;12,5;1;0
8;5;1;14;0;0;1;1;13;1;0
8;4;2;14;0;0;1;1;12,5;1;0
8;3;3;14;0;0;1;1;12,3333333333333;1;0
7;6;1;14;0;0;1;1;13;1;0
7;5;2;14;0;0;1;1;12,5;1;0
7;4;3;14;0;0;1;1;12,3333333333333;1;0
6;6;2;14;0;0;1;1;12,5;1;0
6;5;3;14;0;0;1;1;12,3333333333333;1;0
6;4;4;14;0;0;1;1;12,25;1;0
5;5;4;14;0;0;1;1;12,25;1;0
11;1;1;13;0;0;1;1;12;1;0
10;2;1;13;0;0;1;1;12;1;0
9;3;1;13;0;0;1;1;12;1;0
9;2;2;13;0;0;1;1;11,5;1;0
8;4;1;13;0;0;1;1;12;1;0
8;3;2;13;0;0;1;1;11,5;1;0
7;5;1;13;0;0;1;1;12;1;0
7;4;2;13;0;0;1;1;11,5;1;0
7;3;3;13;0;0;1;1;11,3333333333333;1;0
6;6;1;13;0;0;1;1;12;1;0
6;5;2;13;0;0;1;1;11,5;1;0
6;4;3;13;0;0;1;1;11,3333333333333;1;0
5;5;3;13;0;0;1;1;11,3333333333333;1;0
5;4;4;13;0;0;1;1;11,25;1;0
10;1;1;12;0;0;1;1;11;1;0
9;2;1;12;0;0;1;1;11;1;0
8;3;1;12;0;0;1;1;11;1;0
8;2;2;12;0;0;1;1;10,5;1;0
7;4;1;12;0;0;1;1;11;1;0
7;3;2;12;0;0;1;1;10,5;1;0
6;5;1;12;0;0;1;1;11;1;0
6;4;2;12;0;0;1;1;10,5;1;0
6;3;3;12;0;0;1;1;10,3333333333333;1;0
5;5;2;12;0;0;1;1;10,5;1;0
5;4;3;12;0;0;1;1;10,3333333333333;1;0
4;4;4;12;0;0;1;1;10,25;1;0
9;1;1;11;0;0;1;1;10;1;0
8;2;1;11;0;0;1;1;10;1;0
7;3;1;11;0;0;1;1;10;1;0
7;2;2;11;0;0;1;1;9,5;1;0
6;4;1;11;0;0;1;1;10;1;0
6;3;2;11;0;0;1;1;9,5;1;0
5;5;1;11;0;0;1;1;10;1;0
5;4;2;11;0;0;1;1;9,5;1;0
5;3;3;11;0;0;1;1;9,33333333333333;1;0
4;4;3;11;0;0;1;1;9,33333333333333;1;0
8;1;1;10;0;0;1;1;9;1;0
7;2;1;10;0;0;1;1;9;1;0
6;3;1;10;0;0;1;1;9;1;0
6;2;2;10;0;0;1;1;8,5;1;0
5;4;1;10;0;0;1;1;9;1;0
5;3;2;10;0;0;1;1;8,5;1;0
4;4;2;10;0;0;1;1;8,5;1;0
4;3;3;10;0;0;1;1;8,33333333333333;1;0
7;1;1;9;0;0;1;1;8;1;0
6;2;1;9;0;0;1;1;8;1;0
5;3;1;9;0;0;1;1;8;1;0
5;2;2;9;0;0;1;1;7,5;1;0
4;4;1;9;0;0;1;1;8;1;0
4;3;2;9;0;0;1;1;7,5;1;0
3;3;3;9;0;0;1;1;7,33333333333333;1;0
13;1;1;15;0;1;0;1;14;1;0
12;2;1;15;0;1;0;1;13,5;1;0
11;3;1;15;0;1;0;1;13,3333333333333;1;0
11;2;2;15;0;1;0;1;13,5;1;0
10;4;1;15;0;1;0;1;13,25;1;0
10;3;2;15;0;1;0;1;13,3333333333333;1;0
9;5;1;15;0;1;0;1;13,2;1;0
9;4;2;15;0;1;0;1;13,25;1;0
9;3;3;15;0;1;0;1;13,3333333333333;1;0
8;6;1;15;0;1;0;1;13,1666666666667;1;0
8;5;2;15;0;1;0;1;13,2;1;0
8;4;3;15;0;1;0;1;13,25;1;0
7;7;1;15;0;1;0;1;13,1428571428571;1;0
7;6;2;15;0;1;0;1;13,1666666666667;1;0
7;5;3;15;0;1;0;1;13,2;1;0
7;4;4;15;0;1;0;1;13,25;1;0
6;6;3;15;0;1;0;1;13,1666666666667;1;0
6;5;4;15;0;1;0;1;13,2;1;0
5;5;5;15;0;1;0;1;13,2;1;0
12;1;1;14;0;1;0;1;13;1;0
11;2;1;14;0;1;0;1;12,5;1;0
10;3;1;14;0;1;0;1;12,3333333333333;1;0
10;2;2;14;0;1;0;1;12,5;1;0
9;4;1;14;0;1;0;1;12,25;1;0
9;3;2;14;0;1;0;1;12,3333333333333;1;0
8;5;1;14;0;1;0;1;12,2;1;0
8;4;2;14;0;1;0;1;12,25;1;0
8;3;3;14;0;1;0;1;12,3333333333333;1;0
7;6;1;14;0;1;0;1;12,1666666666667;1;0
7;5;2;14;0;1;0;1;12,2;1;0
7;4;3;14;0;1;0;1;12,25;1;0
6;6;2;14;0;1;0;1;12,1666666666667;1;0
6;5;3;14;0;1;0;1;12,2;1;0
6;4;4;14;0;1;0;1;12,25;1;0
5;5;4;14;0;1;0;1;12,2;1;0
11;1;1;13;0;1;0;1;12;1;0
10;2;1;13;0;1;0;1;11,5;1;0
9;3;1;13;0;1;0;1;11,3333333333333;1;0
9;2;2;13;0;1;0;1;11,5;1;0
8;4;1;13;0;1;0;1;11,25;1;0
8;3;2;13;0;1;0;1;11,3333333333333;1;0
7;5;1;13;0;1;0;1;11,2;1;0
7;4;2;13;0;1;0;1;11,25;1;0
7;3;3;13;0;1;0;1;11,3333333333333;1;0
6;6;1;13;0;1;0;1;11,1666666666667;1;0
6;5;2;13;0;1;0;1;11,2;1;0
6;4;3;13;0;1;0;1;11,25;1;0
5;5;3;13;0;1;0;1;11,2;1;0
5;4;4;13;0;1;0;1;11,25;1;0
10;1;1;12;0;1;0;1;11;1;0
9;2;1;12;0;1;0;1;10,5;1;0
8;3;1;12;0;1;0;1;10,3333333333333;1;0
8;2;2;12;0;1;0;1;10,5;1;0
7;4;1;12;0;1;0;1;10,25;1;0
7;3;2;12;0;1;0;1;10,3333333333333;1;0
6;5;1;12;0;1;0;1;10,2;1;0
6;4;2;12;0;1;0;1;10,25;1;0
6;3;3;12;0;1;0;1;10,3333333333333;1;0
5;5;2;12;0;1;0;1;10,2;1;0
5;4;3;12;0;1;0;1;10,25;1;0
4;4;4;12;0;1;0;1;10,25;1;0
9;1;1;11;0;1;0;1;10;1;0
8;2;1;11;0;1;0;1;9,5;1;0
7;3;1;11;0;1;0;1;9,33333333333333;1;0
7;2;2;11;0;1;0;1;9,5;1;0
6;4;1;11;0;1;0;1;9,25;1;0
6;3;2;11;0;1;0;1;9,33333333333333;1;0
5;5;1;11;0;1;0;1;9,2;1;0
5;4;2;11;0;1;0;1;9,25;1;0
5;3;3;11;0;1;0;1;9,33333333333333;1;0
4;4;3;11;0;1;0;1;9,25;1;0
8;1;1;10;0;1;0;1;9;1;0
7;2;1;10;0;1;0;1;8,5;1;0
6;3;1;10;0;1;0;1;8,33333333333333;1;0
6;2;2;10;0;1;0;1;8,5;1;0
5;4;1;10;0;1;0;1;8,25;1;0
5;3;2;10;0;1;0;1;8,33333333333333;1;0
4;4;2;10;0;1;0;1;8,25;1;0
4;3;3;10;0;1;0;1;8,33333333333333;1;0
7;1;1;9;0;1;0;1;8;1;0
6;2;1;9;0;1;0;1;7,5;1;0
5;3;1;9;0;1;0;1;7,33333333333333;1;0
5;2;2;9;0;1;0;1;7,5;1;0
4;4;1;9;0;1;0;1;7,25;1;0
4;3;2;9;0;1;0;1;7,33333333333333;1;0
3;3;3;9;0;1;0;1;7,33333333333333;1;0
13;1;1;15;1;0;0;1;13,0769230769231;1;0
12;2;1;15;1;0;0;1;13,0833333333333;1;0
11;3;1;15;1;0;0;1;13,0909090909091;1;0
11;2;2;15;1;0;0;1;13,0909090909091;1;0
10;4;1;15;1;0;0;1;13,1;1;0
10;3;2;15;1;0;0;1;13,1;1;0
9;5;1;15;1;0;0;1;13,1111111111111;1;0
9;4;2;15;1;0;0;1;13,1111111111111;1;0
9;3;3;15;1;0;0;1;13,1111111111111;1;0
8;6;1;15;1;0;0;1;13,125;1;0
8;5;2;15;1;0;0;1;13,125;1;0
8;4;3;15;1;0;0;1;13,125;1;0
7;7;1;15;1;0;0;1;13,1428571428571;1;0
7;6;2;15;1;0;0;1;13,1428571428571;1;0
7;5;3;15;1;0;0;1;13,1428571428571;1;0
7;4;4;15;1;0;0;1;13,1428571428571;1;0
6;6;3;15;1;0;0;1;13,1666666666667;1;0
6;5;4;15;1;0;0;1;13,1666666666667;1;0
5;5;5;15;1;0;0;1;13,2;1;0
12;1;1;14;1;0;0;1;12,0833333333333;1;0
11;2;1;14;1;0;0;1;12,0909090909091;1;0
10;3;1;14;1;0;0;1;12,1;1;0
10;2;2;14;1;0;0;1;12,1;1;0
9;4;1;14;1;0;0;1;12,1111111111111;1;0
9;3;2;14;1;0;0;1;12,1111111111111;1;0
8;5;1;14;1;0;0;1;12,125;1;0
8;4;2;14;1;0;0;1;12,125;1;0
8;3;3;14;1;0;0;1;12,125;1;0
7;6;1;14;1;0;0;1;12,1428571428571;1;0
7;5;2;14;1;0;0;1;12,1428571428571;1;0
7;4;3;14;1;0;0;1;12,1428571428571;1;0
6;6;2;14;1;0;0;1;12,1666666666667;1;0
6;5;3;14;1;0;0;1;12,1666666666667;1;0
6;4;4;14;1;0;0;1;12,1666666666667;1;0
5;5;4;14;1;0;0;1;12,2;1;0
11;1;1;13;1;0;0;1;11,0909090909091;1;0
10;2;1;13;1;0;0;1;11,1;1;0
9;3;1;13;1;0;0;1;11,1111111111111;1;0
9;2;2;13;1;0;0;1;11,1111111111111;1;0
8;4;1;13;1;0;0;1;11,125;1;0
8;3;2;13;1;0;0;1;11,125;1;0
7;5;1;13;1;0;0;1;11,1428571428571;1;0
7;4;2;13;1;0;0;1;11,1428571428571;1;0
7;3;3;13;1;0;0;1;11,1428571428571;1;0
6;6;1;13;1;0;0;1;11,1666666666667;1;0
6;5;2;13;1;0;0;1;11,1666666666667;1;0
6;4;3;13;1;0;0;1;11,1666666666667;1;0
5;5;3;13;1;0;0;1;11,2;1;0
5;4;4;13;1;0;0;1;11,2;1;0
10;1;1;12;1;0;0;1;10,1;1;0
9;2;1;12;1;0;0;1;10,1111111111111;1;0
8;3;1;12;1;0;0;1;10,125;1;0
8;2;2;12;1;0;0;1;10,125;1;0
7;4;1;12;1;0;0;1;10,1428571428571;1;0
7;3;2;12;1;0;0;1;10,1428571428571;1;0
6;5;1;12;1;0;0;1;10,1666666666667;1;0
6;4;2;12;1;0;0;1;10,1666666666667;1;0
6;3;3;12;1;0;0;1;10,1666666666667;1;0
5;5;2;12;1;0;0;1;10,2;1;0
5;4;3;12;1;0;0;1;10,2;1;0
4;4;4;12;1;0;0;1;10,25;1;0
9;1;1;11;1;0;0;1;9,11111111111111;1;0
8;2;1;11;1;0;0;1;9,125;1;0
7;3;1;11;1;0;0;1;9,14285714285714;1;0
7;2;2;11;1;0;0;1;9,14285714285714;1;0
6;4;1;11;1;0;0;1;9,16666666666667;1;0
6;3;2;11;1;0;0;1;9,16666666666667;1;0
5;5;1;11;1;0;0;1;9,2;1;0
5;4;2;11;1;0;0;1;9,2;1;0
5;3;3;11;1;0;0;1;9,2;1;0
4;4;3;11;1;0;0;1;9,25;1;0
8;1;1;10;1;0;0;1;8,125;1;0
7;2;1;10;1;0;0;1;8,14285714285714;1;0
6;3;1;10;1;0;0;1;8,16666666666667;1;0
6;2;2;10;1;0;0;1;8,16666666666667;1;0
5;4;1;10;1;0;0;1;8,2;1;0
5;3;2;10;1;0;0;1;8,2;1;0
4;4;2;10;1;0;0;1;8,25;1;0
4;3;3;10;1;0;0;1;8,25;1;0
7;1;1;9;1;0;0;1;7,14285714285714;1;0
6;2;1;9;1;0;0;1;7,16666666666667;1;0
5;3;1;9;1;0;0;1;7,2;1;0
5;2;2;9;1;0;0;1;7,2;1;0
4;4;1;9;1;0;0;1;7,25;1;0
4;3;2;9;1;0;0;1;7,25;1;0
3;3;3;9;1;0;0;1;7,33333333333333;1;0
11;2;2;15;0;0;2;2;13;1,00707596612706;0
10;3;2;15;0;0;2;2;13;1,00707596612706;0
9;4;2;15;0;0;2;2;13;1,00707596612706;0
9;3;3;15;0;0;2;2;12,3333333333333;1,03685732652804;0
8;5;2;15;0;0;2;2;13;1,00707596612706;0
8;4;3;15;0;0;2;2;12,3333333333333;1,03685732652804;0
7;6;2;15;0;0;2;2;13;1,00707596612706;0
7;5;3;15;0;0;2;2;12,3333333333333;1,03685732652804;0
7;4;4;15;0;0;2;2;12;1,08411876203952;0
6;6;3;15;0;0;2;2;12,3333333333333;1,03685732652804;0
6;5;4;15;0;0;2;2;12;1,08411876203952;0
5;5;5;15;0;0;2;2;11,8;1,13801118920923;0
10;2;2;14;0;0;2;2;12;1,00707596612706;0
9;3;2;14;0;0;2;2;12;1,00707596612706;0
8;4;2;14;0;0;2;2;12;1,00707596612706;0
8;3;3;14;0;0;2;2;11,3333333333333;1,03685732652804;0
7;5;2;14;0;0;2;2;12;1,00707596612706;0
7;4;3;14;0;0;2;2;11,3333333333333;1,03685732652804;0
6;6;2;14;0;0;2;2;12;1,00707596612706;0
6;5;3;14;0;0;2;2;11,3333333333333;1,03685732652804;0
6;4;4;14;0;0;2;2;11;1,08411876203952;0
5;5;4;14;0;0;2;2;11;1,08411876203952;0
9;2;2;13;0;0;2;2;11;1,00707596612706;0
8;3;2;13;0;0;2;2;11;1,00707596612706;0
7;4;2;13;0;0;2;2;11;1,00707596612706;0
7;3;3;13;0;0;2;2;10,3333333333333;1,03685732652804;0
6;5;2;13;0;0;2;2;11;1,00707596612706;0
6;4;3;13;0;0;2;2;10,3333333333333;1,03685732652804;0
5;5;3;13;0;0;2;2;10,3333333333333;1,03685732652804;0
5;4;4;13;0;0;2;2;10;1,08411876203952;0
8;2;2;12;0;0;2;2;10;1,00707596612706;0
7;3;2;12;0;0;2;2;10;1,00707596612706;0
6;4;2;12;0;0;2;2;10;1,00707596612706;0
6;3;3;12;0;0;2;2;9,33333333333333;1,03685732652804;0
5;5;2;12;0;0;2;2;10;1,00707596612706;0
5;4;3;12;0;0;2;2;9,33333333333333;1,03685732652804;0
4;4;4;12;0;0;2;2;9;1,08411876203952;0
7;2;2;11;0;0;2;2;9;1,00707596612706;0
6;3;2;11;0;0;2;2;9;1,00707596612706;0
5;4;2;11;0;0;2;2;9;1,00707596612706;0
5;3;3;11;0;0;2;2;8,33333333333333;1,03685732652804;0
4;4;3;11;0;0;2;2;8,33333333333333;1,03685732652804;0
6;2;2;10;0;0;2;2;8;1,00707596612706;0
5;3;2;10;0;0;2;2;8;1,00707596612706;0
4;4;2;10;0;0;2;2;8;1,00707596612706;0
4;3;3;10;0;0;2;2;7,33333333333333;1,03685732652804;0
5;2;2;9;0;0;2;2;7;1,00707596612706;0
4;3;2;9;0;0;2;2;7;1,00707596612706;0
3;3;3;9;0;0;2;2;6,33333333333333;1,03685732652804;0
13;1;1;15;0;1;1;2;13;2;0
12;2;1;15;0;1;1;2;12,5;2;0
11;3;1;15;0;1;1;2;12,3333333333333;2;0
11;2;2;15;0;1;1;2;12;2;0
10;4;1;15;0;1;1;2;12,25;2;0
10;3;2;15;0;1;1;2;11,8333333333333;2;0
9;5;1;15;0;1;1;2;12,2;2;0
9;4;2;15;0;1;1;2;11,75;2;0
9;3;3;15;0;1;1;2;11,6666666666667;2;0
8;6;1;15;0;1;1;2;12,1666666666667;2;0
8;5;2;15;0;1;1;2;11,7;2;0
8;4;3;15;0;1;1;2;11,5833333333333;2;0
7;7;1;15;0;1;1;2;12,1428571428571;2;0
7;6;2;15;0;1;1;2;11,6666666666667;2;0
7;5;3;15;0;1;1;2;11,5333333333333;2;0
7;4;4;15;0;1;1;2;11,5;2;0
6;6;3;15;0;1;1;2;11,5;2;0
6;5;4;15;0;1;1;2;11,45;2;0
5;5;5;15;0;1;1;2;11,4;2;0
12;1;1;14;0;1;1;2;12;2;0
11;2;1;14;0;1;1;2;11,5;2;0
10;3;1;14;0;1;1;2;11,3333333333333;2;0
10;2;2;14;0;1;1;2;11;2;0
9;4;1;14;0;1;1;2;11,25;2;0
9;3;2;14;0;1;1;2;10,8333333333333;2;0
8;5;1;14;0;1;1;2;11,2;2;0
8;4;2;14;0;1;1;2;10,75;2;0
8;3;3;14;0;1;1;2;10,6666666666667;2;0
7;6;1;14;0;1;1;2;11,1666666666667;2;0
7;5;2;14;0;1;1;2;10,7;2;0
7;4;3;14;0;1;1;2;10,5833333333333;2;0
6;6;2;14;0;1;1;2;10,6666666666667;2;0
6;5;3;14;0;1;1;2;10,5333333333333;2;0
6;4;4;14;0;1;1;2;10,5;2;0
5;5;4;14;0;1;1;2;10,45;2;0
11;1;1;13;0;1;1;2;11;2;0
10;2;1;13;0;1;1;2;10,5;2;0
9;3;1;13;0;1;1;2;10,3333333333333;2;0
9;2;2;13;0;1;1;2;10;2;0
8;4;1;13;0;1;1;2;10,25;2;0
8;3;2;13;0;1;1;2;9,83333333333333;2;0
7;5;1;13;0;1;1;2;10,2;2;0
7;4;2;13;0;1;1;2;9,75;2;0
7;3;3;13;0;1;1;2;9,66666666666667;2;0
6;6;1;13;0;1;1;2;10,1666666666667;2;0
6;5;2;13;0;1;1;2;9,7;2;0
6;4;3;13;0;1;1;2;9,58333333333333;2;0
5;5;3;13;0;1;1;2;9,53333333333333;2;0
5;4;4;13;0;1;1;2;9,5;2;0
10;1;1;12;0;1;1;2;10;2;0
9;2;1;12;0;1;1;2;9,5;2;0
8;3;1;12;0;1;1;2;9,33333333333333;2;0
8;2;2;12;0;1;1;2;9;2;0
7;4;1;12;0;1;1;2;9,25;2;0
7;3;2;12;0;1;1;2;8,83333333333333;2;0
6;5;1;12;0;1;1;2;9,2;2;0
6;4;2;12;0;1;1;2;8,75;2;0
6;3;3;12;0;1;1;2;8,66666666666667;2;0
5;5;2;12;0;1;1;2;8,7;2;0
5;4;3;12;0;1;1;2;8,58333333333333;2;0
4;4;4;12;0;1;1;2;8,5;2;0
9;1;1;11;0;1;1;2;9;2;0
8;2;1;11;0;1;1;2;8,5;2;0
7;3;1;11;0;1;1;2;8,33333333333333;2;0
7;2;2;11;0;1;1;2;8;2;0
6;4;1;11;0;1;1;2;8,25;2;0
6;3;2;11;0;1;1;2;7,83333333333333;2;0
5;5;1;11;0;1;1;2;8,2;2;0
5;4;2;11;0;1;1;2;7,75;2;0
5;3;3;11;0;1;1;2;7,66666666666667;2;0
4;4;3;11;0;1;1;2;7,58333333333333;2;0
8;1;1;10;0;1;1;2;8;2;0
7;2;1;10;0;1;1;2;7,5;2;0
6;3;1;10;0;1;1;2;7,33333333333333;2;0
6;2;2;10;0;1;1;2;7;2;0
5;4;1;10;0;1;1;2;7,25;2;0
5;3;2;10;0;1;1;2;6,83333333333333;2;0
4;4;2;10;0;1;1;2;6,75;2;0
4;3;3;10;0;1;1;2;6,66666666666667;2;0
7;1;1;9;0;1;1;2;7;2;0
6;2;1;9;0;1;1;2;6,5;2;0
5;3;1;9;0;1;1;2;6,33333333333333;2;0
5;2;2;9;0;1;1;2;6;2;0
4;4;1;9;0;1;1;2;6,25;2;0
4;3;2;9;0;1;1;2;5,83333333333333;2;0
3;3;3;9;0;1;1;2;5,66666666666667;2;0
12;2;1;15;0;2;0;2;13;1,00707596612706;0
11;3;1;15;0;2;0;2;12,3333333333333;1,03685732652804;0
11;2;2;15;0;2;0;2;13;1,00707596612706;0
10;4;1;15;0;2;0;2;12;1,08411876203952;0
10;3;2;15;0;2;0;2;12,3333333333333;1,03685732652804;0
9;5;1;15;0;2;0;2;11,8;1,13801118920923;0
9;4;2;15;0;2;0;2;12;1,08411876203952;0
9;3;3;15;0;2;0;2;12,3333333333333;1,03685732652804;0
8;6;1;15;0;2;0;2;11,6666666666667;1,19198262038019;0
8;5;2;15;0;2;0;2;11,8;1,13801118920923;0
8;4;3;15;0;2;0;2;12;1,08411876203952;0
7;7;1;15;0;2;0;2;11,5714285714286;1,24302618535723;0
7;6;2;15;0;2;0;2;11,6666666666667;1,19198262038019;0
7;5;3;15;0;2;0;2;11,8;1,13801118920923;0
7;4;4;15;0;2;0;2;12;1,08411876203952;0
6;6;3;15;0;2;0;2;11,6666666666667;1,19198262038019;0
6;5;4;15;0;2;0;2;11,8;1,13801118920923;0
5;5;5;15;0;2;0;2;11,8;1,13801118920923;0
11;2;1;14;0;2;0;2;12;1,00707596612706;0
10;3;1;14;0;2;0;2;11,3333333333333;1,03685732652804;0
10;2;2;14;0;2;0;2;12;1,00707596612706;0
9;4;1;14;0;2;0;2;11;1,08411876203952;0
9;3;2;14;0;2;0;2;11,3333333333333;1,03685732652804;0
8;5;1;14;0;2;0;2;10,8;1,13801118920923;0
8;4;2;14;0;2;0;2;11;1,08411876203952;0
8;3;3;14;0;2;0;2;11,3333333333333;1,03685732652804;0
7;6;1;14;0;2;0;2;10,6666666666667;1,19198262038019;0
7;5;2;14;0;2;0;2;10,8;1,13801118920923;0
7;4;3;14;0;2;0;2;11;1,08411876203952;0
6;6;2;14;0;2;0;2;10,6666666666667;1,19198262038019;0
6;5;3;14;0;2;0;2;10,8;1,13801118920923;0
6;4;4;14;0;2;0;2;11;1,08411876203952;0
5;5;4;14;0;2;0;2;10,8;1,13801118920923;0
10;2;1;13;0;2;0;2;11;1,00707596612706;0
9;3;1;13;0;2;0;2;10,3333333333333;1,03685732652804;0
9;2;2;13;0;2;0;2;11;1,00707596612706;0
8;4;1;13;0;2;0;2;10;1,08411876203952;0
8;3;2;13;0;2;0;2;10,3333333333333;1,03685732652804;0
7;5;1;13;0;2;0;2;9,8;1,13801118920923;0
7;4;2;13;0;2;0;2;10;1,08411876203952;0
7;3;3;13;0;2;0;2;10,3333333333333;1,03685732652804;0
6;6;1;13;0;2;0;2;9,66666666666667;1,19198262038019;0
6;5;2;13;0;2;0;2;9,8;1,13801118920923;0
6;4;3;13;0;2;0;2;10;1,08411876203952;0
5;5;3;13;0;2;0;2;9,8;1,13801118920923;0
5;4;4;13;0;2;0;2;10;1,08411876203952;0
9;2;1;12;0;2;0;2;10;1,00707596612706;0
8;3;1;12;0;2;0;2;9,33333333333333;1,03685732652804;0
8;2;2;12;0;2;0;2;10;1,00707596612706;0
7;4;1;12;0;2;0;2;9;1,08411876203952;0
7;3;2;12;0;2;0;2;9,33333333333333;1,03685732652804;0
6;5;1;12;0;2;0;2;8,8;1,13801118920923;0
6;4;2;12;0;2;0;2;9;1,08411876203952;0
6;3;3;12;0;2;0;2;9,33333333333333;1,03685732652804;0
5;5;2;12;0;2;0;2;8,8;1,13801118920923;0
5;4;3;12;0;2;0;2;9;1,08411876203952;0
4;4;4;12;0;2;0;2;9;1,08411876203952;0
